1,2,3,4,5
여기 상계 터널인데요. 지금 터널이 무너져서 사람들이 갇혔어요. ,"상계 터널이요, 차량이 몇대 정도 갇히셨죠?",질 모르겠어요. ,미안해.,이것도 마술키로 열리나?
"반포대교인데요, 여기 자살하려고 하는 사람이 있어요. ",뛰어내리려 하나요?,네 지금 난간에 서있어요. ,형같이 그러면 내가 가만 안 둬.,걱정 마. 간다.
인천공항에 이상한 가방이 버려져 있어요. ,어떤 가방인가요?,검은색 가방인데 수상해서 전화했거든요,다음 달. 약이 더 세지니까 어지럽고 두통 더 심해 질 거야. 눈도 조금씩 안 보일거구.,대기자들은 많아요?
"여기가 산북중학교 후문 골목인데요, 학생 한명이 끌려가는걸 봤어요",산북중학교 후문쪽이요? 학생이 끌려가시는걸 목격하셨다고요?,"네, 지금 골목쪽으로 들어갔는데 빨리좀 와주세요. ",어 잠깐만.,빨리 와서 빤스 만져 봐. 
옥상에서 사람이 떨어졌어요. ,사람이 떨어졌다고요? 위치가 어디세요?,"경기도 광주시 오포읍 문형리 행복 아파트인데요, 사람이 떨어졌어요. ",1억이야. 받어.,안 해.
공사구조물이 무너져서 사람이 떨어졌어요,혹시 위치가 어디신가요?,서울특별시 강남구 도곡동 하이페리온 공사현장입니다. ,그럼 형이 직접 하면 되잖아?,내가 왜? 너가 해야되는 거야.
"여기 이태원 23번지 인데요, 우리 딸이 실종됐고 메모지가 있습니다. ",메모지가 놓여있고 딸이 실종 되었다고요?,네,알았어. 아프면 그냥 도망친다. 헤헤-. 내일은 비 오면 안 되는데...,잘 자. 뽀뽀.
스케이트를 타다가 넘어지면서 팔이 꺾였어요,위치가 어디세요?,한강 스케이트 장이요.,뭐 하러 가는데?,골수검사 받으러.
도와주세요. 사람이 물에 빠졌어요. ,지금 위치가 어디세요?,대천해수욕장 중앙에 있어요. ,음- 집에 도둑놈이 들어와서 태권도 조금 했지.,잡았어?
어떤 남자가 노인을 폭행하고 있어요. ,위치가 어디시죠?,노원역 1번출구 상가 근처예요. ,집에 계셔.,저기 왔는데.
"서울 관악아파트인데요, 뒷 놀이터에서 한 학생이 맞고 있는거 같아요. ",정확한 주소좀 알려주시겠어요?,서울특별시 관악구 신림동 244 관악아파트 뒷 놀이터요. ,얼마나 더 주면 되는데?,아저씨 여자 아니잖아요? 어~ 무서워라. 두 눈 다 있었으면 뚫어지겠네. 그렇게 노려보지 말아요. 세상일 어떻게 될지 모르는 거 아니에요? 제가 아저씨 사위가 될지..... 외손주를 낳아 드릴지…
가게에 강도가 들어 보석을 모두 가져갔어요. ,위치가 어디시죠?,종로 3가 해운상가 1층입니다. ,나 때문에 다친 거 맞아요?,어.
에스컬레이터가 끊어지면서 사람들이 다 떨어졌어요. ,어디서 사고가 일어났죠?,수서역 3번 출구 에스컬레이터요.,너도 동생한테 얘기 못하는 거 있잖아. 너하고 아버지 사이 안 좋다는 걸로 결정할 문제 아냐.,가세요.
여기 사람이 다쳤거든요. 발목이 돌아간거 같아요. ,위치가 어디쯤이시죠?,지산리조트 상급자 슬로프 중간쯤이예요. ,저한텐 어려워요. 세상 참 공평하네요. 가족들 고생시키더니 말년에 고생하네..,아버지도 눈만 안 다쳤어도 이렇게까지 고생하면서 살진 않았어. 너 잘못은 아니지만... 네가 아버지 다치게 한 건 맞어. 
해안가에 상어가 나타났어요. ,악어요? 위치가 어디시죠?,부산 해운대 앞바다요.,결혼은 안하셨어요? ,그런 거 물어보지 마. 
"여기 세브란스 병원 3층인데요, 화재가 났어요. ","세브란스 병원 3층이요, 지금 불이 크게 번졌나요?",조금 1개 호실에서 불이 났거든요 빨리좀 와주세요,어차피 줄 돈이잖아.,미장원 차릴 돈이란 말이야! 알지도 못하면서 왜 시키지도 않은 짓해?! 내가 돈을 받아야 되는 입장이라고! 네?!
여기가 제주 칼호텔 앞 바다인데요. 시체를 발견했어요. ,제주 칼호텔이요. 시체를 발견하셨다고요?,남성이고 바닷가로 떠내려온것을 발견했어요. ,어.,좋아. 
"여기 CJ오쇼핑 본사 사옥인데요, 사람이 죽어있어요.",자세한 위치가 어떻게 되나요?,"서울 개포동 3-45번지, CJ오쇼핑 창고요. ",내가 엄만줄 착각하셨나보죠?,... 그 놈한테 빌린 돈 있어?
"어깨가 부딪혀서 옆에서 싸움이 붙었는데, 사람이 쓰러졌어요",그곳 위치가 어디시죠?,강원도 철원 와수리 버스 정류장 앞이에요. 4명이서 한명을 집단 구타하고 있어요,내일 수련회 갈 수 있죠?,그럼.
옆 집에서 심하게 싸우는 소리가 납니다. ,싸우는 정도가 심각한가요?,네 그런거 같아요. 누구하나 죽을거 같네요.,어떻게 하면 믿을 건데요?,그만큼 속았으면 됐어.
저 성폭행 당했어요. ,성폭행이요? 신고자분 위치가 어떻게 되세요?,복정에 있는 도로시모텔에서 나왔어요. ,4개 다 연결해 봐야지.,네가 해봐.
"여기 북한산 둘레길인데요, 빨리좀 와주세요",어떤일이시죠?,성폭행 당했어요. ,난 몰라. 알아서 해. 이 봐! 가게 앞에서 차 빼!,문제 크게 만들지 마. 형님 한번 삐딱선 타면 끝장 볼 때까지 가는 사람이야. 옛날하고 틀려.
빨리좀 와주세요. 아기가 화상을 입었어요. ,위치가 어디시요?,인천 송도구 센트럴 아파트 2동 입니다. ,고생했다. 형님이 다시 한 번 확인하라고 보냈어.,형님? 아주 똥개 다 됐네.
"여기 서울 종로구에 있는 이노스텔인데요, 어떤 외국인 남자가 계속 쫒아와요",위치가 서울 종로구 이노스텔 맞나요?,네,어.,그럼 형이랑 우리 하나씩 나눠주면 되겠네.
오토바이가 사람을 쳤어요. ,위치가 어디신가요?,"서울 종로 3가역 앞길인데, 빨리 구급차좀 불러주세요. ",언제 나갈 거야?,글쎄요. 아직은 잘 모르겠네요.
"여기 안국역 1번 출구 앞인데요, 빨리좀 와주세요.",무슨일 때문에 그러시죠?,장애인을 사람들이 때리고있어요. ,그럼 전화로 하지.,그냥 지나가던 길에 들린 거야. 같이 가자. 가다 내려 줄게.
"여기가 삼성역 1번 출구 앞인데, 사람을 치었거든요?","삼성역 1번 출구요, 사람을 치었다고요?",네.,야구 한다며?,"아냐, 축구 할 거야. 야구는 재미없어."
어떤 사람이 절 죽이려고 해요. ,선생님 위치가 어디시죠? ,안산 단원아파트 마을 단지 안이에요. ,2년이나 있었으면서 일본말도 못해?,아니지. 음... 곤방와... 곤니찌와... 음...
여기 서현에 있는 모텔인데요. 한분이 자살을 하신거 같아요,"서현에 있는 모텔이요, 자살을 하셨다고요?",어떻게 자살을 하신건가요?,어!,많이 컸네.
"여기 넷마블 회사인데요, 사람이 쓰러졌어요. ",쓰러진지 얼마나 되었나요?,한 5분정도 지났어요. ,그 동안 고마웠습니다. 헤헤헤! 겨울에 들어와서 겨울에 나가네.,그만 떠들고 빨리 갈아입어!
옆집에서 방망이 소리랑 아이 비명소리가 났어요. 가정 폭력인거 같아요. ,확실이 비명소리 들으신가요?,"네,주소가 어떻게 되시나요?",많이 쌌어!,뭐하게?
여기 사람이 맨홀에 빠졌어요.,위치가 어디시죠?,구로구청 앞이에요. 갑자기 걷다가 맨홀에 빠졌어요.,"아, 예....",아침에 전화 했었는데.... 없는 번호라고...
판교 테크노벨리 유스페이스 1층인데요. 사람들이 떨어졌어요. ,유스페이스 1층이요? 어떻게 떨어졌나요?,환풍구가 무너져 내렷 사람들 몇십명이 떨어진거 같아요. ,그럴 리가 없어. 필이 팍 왔단 말야. 8을 6으로 눌렀나? 아닌데?,야! 그냥 잊으라니까! 그러니까 니가 여자가 없는 거야. 여자들의 생리를 모르니까. 그러지 말고 밥이나 먹자. 응? 배고프다. 
지금 엠뷸런스가 필요하요. 아내가 지금 바닥에 누워있어요. ,무슨일이시죠?,내 아들이 총을 가지고 있는데 엄마한테 쐈어요. 그녀가 지금도 쓰러져있어요. ,"이봐요, 시간은 걸릴 만큼 걸릴 거니까, 가만히 기다리든지, 아니면 그냥 가든가. 예?!! ","아저씨, 그럼 그냥 갈게요. 택시비는 없어요!! "
"여기 경남 창원 터널인데요, 터널안에 화재가 났어요",경남 창원 터널이요? 불이 크게 났나요?,네 화물트럭이 쓰러지면서 불이 난거 같아요. 빨리좀 와주세요. ,아무튼 약속한 대로 반값에 하는 거다. 알긋나. ,"이런 쥐꼬리만 한 거 해선 남는 것도 없어, 이모. 술 한 잔 사주고 퉁 치려고 그래?"
"여기 수원 중고차 경매단지 앞 사거리인데요, 상수도가 동파 된거 같거든요",수원 중고차 경매단지 앞이요. 지금 물이 새고 있나요?,네 지금 이쪽 부근에 물이 터져서 흐르고 있어요. 빨리좀 와주세요. ,"죄송합니다, 형님....",너나 나나 약 먹고 기절한 주제에 뭐.....
집 안으로 드론이 몰래 촬영하다가 떨어졌거든요?,집 주소가 어떻게 되세요?,경기도 광주시 오포읍 34-56번지요,"어머, 어머, 어떻게!! 어떻게!!",아주 망신 당했다니깐?
약수터에서 물을 마시고 할아버지가 쓰러지셨어요. ,어디 약수터세요?,설악산 2번 약수터 에요. ,"바쁜가봐, 오빠. 밖에서 기다릴까?","아냐, 다 끝났어. 우리 밥이나 먹으러 갈까?"
여기가 서울 경마장 렛츠런파크 인데요.,네 말씀하세요,지금 경마 경기중에 기수가 떨어졌어요. ,"그럼 뭐라고 부릅니까, 형님?",그냥 형이라고 불러. 
여기 사람이 죽어 있거든요. ,위치가 어디신가요?,당진 영덕고속도로 속리산 주유소에요. ,사양할래요.....,"나, 뭐 하나 물어봐도 돼?"
"여기 창원김해 비움산터널 공사장인데요, 터널이 무너졌어요. ",비움산터널 이요. 터널 어디가 무너진건가요?,터널 중간지점이 산사태로 무너졌습니다.,만... 오천 원이요....,잠깐만 기다려.
여기 KTX가 선로를 이탈해서 기차가 떨어졌어요.. ,위치가 어딘지 아시나요? ,위치는 잘모르겠는데 천안역 근처에요. ,여권은 왜요?,잘못되면 혼자 죽을 순 없잖아. 
"여기 성남수영장인데요, 몰래카메라가 설치되어 있어요. ",위치 다시한번 말씀해주실래요?,야탑동 성남수영장이요. ,무서워요.. 저기... 대신 갖다 주면 안돼요? ,내가 미쳤어? 내가 왜 해?
"여기 충남 태안고속도로 인데요, 길위에 할아버지가 죽어있어요. ",충남태안고속도로요. 할아버지 상태는 어떠신가요?,죽은거 같아요. 숨도 안쉬고 피도 많이 흘리신거 같고 ,아니 그냥.... 사무실에 놔두고 온 게 있어서.... 차 키 가지고 있어요?,"예, 가지고 있습니다, 형수님. 들어가 계시면 제가 다녀오겠습니다."
지금 화재가 났어요,위치가 어디시죠?,서울시립대 A동 공사현장이요. ,그럼 내가 얘기해? ,그러던가.
"여기 광주 플라스틱제조 공장인데요, 직원이 다쳤어요.",주소좀 알려주시겠어요?,광주 오포읍 신현리 23-3번지 신현플라스틱이요.,그래도... ,막상 만나고 보니까 알겠더라구요.... 집착이었다는 거... 
남자를 신고하려고 하는데요,네 말씀하세요. ,알몸사진을 강제로 찍으려고 협박을 해요.,짐 찾으러 사람을 보낸다고 해서.... 잘 모르겠어요... 제 마음을....뭘 원하는지...,"작정하고 떠난 여자가 이런 물건 찾으려고 다시 오겠어요? 그냥 팔 건 팔아버리고, 버릴 건 버리고 그래요, 예? 배신 때린 것들은 배신당한 사람들이 죽든 살든 신경 안 써요. 그러니까.....  "
성추행 신고하려고요,"네, 먼저 위치가 어떻게 되시나요?","전주초등학교앞 강식당인데요, 동료 교사가 자꾸 몸을 더듬고 키스를 강요해요",저분이시네요? 넝쿨 채 굴러들어 온 호박을 문자 하나로 걷어 찬 분이?,"아, 예.... 바닥이 차죠. 슬리퍼 갖다 드릴게요. "
여기 서빙고 초등학교 앞 SK 피씨방인데요,네 말씀하세요. ,친구가 다른 학교 학생들한테 단체로 맞았거든요?,"그러게요, 집값은 계속 떨어진다는데.... 완전 미친 짓 했죠.",우와~ 요즘 세상에 아저씨 같은 사람도 다 있네요? 
여기 서울시 보광동 CU편의점인데요. 어떤 남자가 주먹으로 가슴을 쳤어요,"보광동 CU 편의점 이요, 주먹으로 폭행을 당하셨다고요?",네. 가슴을 주먹으로 맞았어요. ,그래도요.... 저기요.... 그러지 말고 저희 집에 가서 좀 씻고 가시는 게 어때요?,예....?
시신을 발견했습니다. ,위치가 어디시죠? ,"인천 영흥도인근 해상인데요, 검은색 옷을 입은 남자가 떠있는것을 발견했어요.","그러게요, 가짜를 약혼반지라고 주는 남자도 있네요. 상관없어요. 끝났으니까. 그럼, 안녕히 가세요....",저.... 저기. 
"여기 철원 와수리 인데요, 군인이 폭행을 당했어요",위치가 정확히 어디에 계시죠?,와수리 파리바게트 앞입니다. ,소매치기 당했나봐. 저기.... 그럼 남편은 집에 있을까? ,글쎄? 전화 한 번 해봐. 
"여기 성주 30번 국도 인데요, 차량 추돌사고가 났어요. ","성주 30번 국도요, 몇대가 추돌했나요?",1대 정도가 부딪힌거 같아요. 눈이 많이 내려서 미끄러진것 같아요,뭐......? ,내가 이쪽으론 전문가잖아. 한 번 마음 떠난 여잔 다시 찾아도 몸뚱이만 오지 마음은 오지 않거든? 그러니까 잊어. 잊는 게 너한테 여로 모로 좋아. 
여기 농수로에 사람이 빠져있네요.,위치가 어떻게 되나요? ,충청북도 청주시 상당구 북문로3가 옆 밭이에요 ,여긴 죽어도 안 오겠데... ,그래도 데려왔어야지~  이유가 뭐래?
비행기가 떨어져서 폭팔했어요,떨어진 위치가 어느쪽인가요?,성남 탄천종합운동장 뒤쪽이요. 연기를 내면서 떨어졌어요.,급하게 쓸 일이 있어서.... 과장님한테 이르기 없기요? ,이번 달 대출금 이자 85만원 미납됐어. 어떻게 할 거야!
제가 성추행을 당했거든요?,이름이 어떻게 되세요?,강연아 예요,누가 그러더라. 옛날에 예수님이 돌아가신 게 세상 모든 사람들의 죄를 위해서라고. 그럼... 내 죄도 포함되는 거냐?,아저씨 죄 지은 거 있으세요?
친구가 성폭행을 당했어요,친구 이름이 어떻게 되나요?,진보라 에요. ,갈비는 15인분까지 먹어봤어요.,"아따, 이집 고기 연하네요. 아부지도 좋아 하시겠네. 제대로 한번 먹어 볼까?"
여기 주택에서 불이 났거든요?,주택 위치가 어디세요?,충남 부여 양화면 A빌라요. 불이 치솟고 있어요,그런가...?,어젯밤 촛불 시위에 갔었지?
배가 뒤집혔어요. ,위치 좀 알려주시겠어요?,스마트 폰으로 좌표 보내드릴게요,껀은 잘됐어요?,응. 아주 잘됐다. 네 덕분이다!
여기 성남 예원유치원인데요 옥상에 이상한 물체가 떨어졌어요,성남 예원유치원이요? 주소좀 알려주시겠어요?,경기도 성남시 중원구 성남동 2894 에요,이건 어때? 술 먹기 내기해서 이긴 쪽이 선수를 데려가는 걸로?,허참... 그렇게 쉽게 선수를 포기하냐?
"여기 샌티아나 주 북부인데요, 산불이 점점더 커지고 있어요. ",지금 얼마정도 불이 번지고 있나요?,한 10m 정도 번지고 있어요. ,투수가 공을 어깨로만 던지는 줄아나?,"그럼, 허리, 무릎, 엉덩이... 부위별로 다 들겠습니다."
여기 엄청큰 뱀이 나타났어요.,크기가 얼마나되죠?,한  5m가 넘는거 같아요. ,제가 이러는 것도 오늘이 마지막입니다. 저 내일 서울 올라갑니다. 이제 우리 부장님이 직접 내려오신답니다. 목발 집고!!,"오메, 그러면 자네 보는 것도 오늘이 마지막이란건가?"
마약을 하는 사람이 있는거 같아요. ,어떻게 마약을 하는것 같으세요?,화장실에서 이상한 웃음소리를 내면서 대답을 안해요. ,"아, 아닙니다, 아버님.",자네 학교에선 투수들을 어떻게 가르쳤는지 한번 봐야겠네. 던져보게!
지나가던 어린이가 총에 맞았습니다. ,어디에서 총을 맞았나요?,광화문 광장에서 머리에 총을 맞았어요. ,우웩~ 뱀탕이요? 아버님 기력이 많이 쇠하셨나요? 정정해보이시던데?,우리 아들 먹을 거여.
저희 아버지가 음료수를 마시고 쓰러지셨어요. ,어떤 음료수를 마셨나요?,비타 500이요. ,"야, 그런거면 미리 얘기를 하지. 빈손으로 왔잖아.","그냥 영양보충이나 하고 가세요! 가만, 어디에 앉으면 좋을까…"
네바다주 몬데 아파트에서 지금 총을 난사하고 있는 사람이 있어요. ,위치를 다시한번 알려주세요. ,네바다주 몬테 아파트요. 총을 쏘고 있다고요,밥은 잘 챙겨먹으세요?,"맨날 중국집에서 시켜 먹지,뭐. 내 몸에서 짜장 냄새 안 나냐? 전라도 음식 맛있다는데, 짜장은 서울이 더 맛있더라."
옆에 있는 직원이 총을 가지고 있는거 같아요. ,지금 어디서 일을 하고 계신가요?,"맥도날드 야탑점에서 있는데, 총을 봤어요. ",네?,"간단해, 표준말 쓰는 사람이랑 사귀면 돼. 나 서울 토박이다. 3대째 종로구에서 살고 있다. 내 말 무슨 말인지 알지?"
서현 AK백화점 구찌 매장인데요. 지금 여기에 물건을 훔치려는 사람이 있어요,지금 같이 매장에 있나요?,네 저희가 잡아두고 있습니다. ,"사실, 우리 아빠가 써준 원고였어요.","촛불처럼 살지마, 너만 손해야. 남이 촛불 켜면 그 옆에서 뽀짝거려."
제가 옆집 남성으로 부터 폭행을 당했습니다. ,선생님 현재 위치가 어디신가요?,경기도 성남시 분당구 백현동 판교로 50 판교원마을 2호예요. ,저건 뭐냐?,"뭐야, 양초를 이렇게 많이 어디다 쓸려구?"
여기 상인이 차량이 병을 던져서 기물이 파손됬거든요? 근데 돈을 못주겠다 하네요 ,전화하신분 성함이 어떻게 되는지 알 수 있을까요?,강호동 입니다. ,"아버님, 따님을 제게 주십시오!",헛고생말고 얼른 가.
지금 해변가에 해파리에 쏘인 사람이 있어요. ,위치가 어떻게 되시나요?,해운대 백사장 중간지점쯤에 있어요. ,그럼 그 친구 옆에 가 있으면 되잖아요.,걔가 어딨는 줄 알아야 말이지. 글구 아직 정식교사 못 구했잖아. 애들이 날 얼마나 잘 따르는데…
식당에 맷돼지가 나타났어요.,식당 주소가 어떻게 되나요?,"경기도 성남시 분당구 야탑1동 361-2 삼육가요, 빨리좀 와주세요. ",그게 몇 년전 일인데요...,뽀뽀는 했소?
택시가 사람을 치고 도망쳤어요. ,택시 번호 보셨나요?,"네, 3가 3456이예요. ",하하하... 형 지금 내 인생에 조언이라는 걸 해주는 거에요? 재밌네…,"내가 네 대학 선배, 인생 선배, 한때지만... 거시기.. 충고할 입장은 되지 않냐?"
여기 강남 한신포차인데 여기서 돈을 안내겠다고 난동을 부리고 있는 사람이 있어요. ,그 곳 주소좀 알려주시겠습니까?,서울특별시 강남구 논현동 92-29 한신포차요,적 만든 적 없어요.,"참, 너 요새 연애하냐?"
여기 성매매 하는 여성들이 있어서요,주소좀 알려주시겠어요?,"서울특별시 강남구 45-1 강남 오피스건물 이고요, 성매매하는 여성들이 들어갔어요. ","그게 생각보다 길어질 것 같네. 임시로 정식교사 구해질 때까지만 하기로 했어. 여관방에만 쳐박혀 있으니 몸도 근질근질하고 해서… 뭐, 너 불편한 거 아니지?",불편한데...
집에 도둑이 들었어요. ,집 주소좀 알려주실 수 있나요?,서울특별시 강남구 역삼1동 도곡로3길 10 오피스텔 3층이요.,7년.,난 너 서울에서 출판사 다니는 줄 알았는데...
수상한 사람을 발견했습니다. ,어떤 사람인가요?,"말투가 북한사람 같기도 하고, 옷도 지저분한 사람이 서울 방향을 물었어요. ",요새 내 자리가 위태위태한데 차를 바꾸냐? 스카웃 해 와봐라. 내가 이 똥차 너한테 넘기고 새 차 뽑는다.,정말이죠? 나한테 넘기는 겁니다?
여기 길거리에서 음란행위를 하는 사람이 있어요. ,어떤 음란행위를 말씀하시는거죠?,바지를 벗고 길거리에서 성기를 만지고 있었어요. ,"에고, 어버이날 선물 샀는데, 사무실에 두고 왔다!","이놈, 말로 떼울려고 그러는 거지?"
여기 마약을 밀거래 하고 있는 사람들이 있어요. 저한체 코카인을 팔려고 했어요. ,코카인이요? 위치가 어디세요?,이태원 해밀턴 호텔 앞에 검은색 모자를 쓰고 있는 사람이 코카인을 판매하고 있어요. ,"연차 월차 몰아서 씁니다. 요새 최루탄 때문에 기관지가 너무 안 좋아져서요, 잠시 요양을... 헤헤헤. 화려한 휴가가 될 겁니다!",팔자 좋구나!
저희 집 뒷부분에 싱크홀이 발생했어요.,싱크홀이요? 집 주소가 어떻게 되시죠?,서울특별시 용산구 한강로1가 한강대로 205 자이 아파트요. 뒷 주차장이 무너져 내렸어요. ,선물 사셨어요?,"응, 사라는 것 샀어. 카네이션은 생화로 사라고 그랬지?"
여기 도로에 싱크홀이 생겼어요. 사람도 빠졌어요. ,지금 싱크홀이 생긴 도로 위치가 어디신가요?,판교 넥슨 건물 앞쪽이요. ,"그래도, 우리는 에이스가 빠졌잖습니까?",우리가 이번 경기만 놓고 이러는 건가?  3연패요. 3연패.
낙뢰에 사람이 맞았어요. 빨리좀 도와주세요. ,낙뢰에 사람이 맞았다고요? 위치가 어디신가요?,용산구 보광동 하이마트 앞이에요. ,이..자식?,그럼 잘 가라. 
여기 얼음때문에 할아버지 한분이 넘어지셔서 움직이질 못하세요. ,위치가 어디신가요?,여기가 강원도 양구군 양구읍 상리 227-8 테마 모텔 앞이에요. ,글쎄.. ,내 딸! 
여기 가게에 조폭들이 와서 가게를 모두 엎고 있어요. ,가게 이름과 위치가 어떻게 되나요?,경기도 광주시 오포읍 신현리 529 숲속장어촌이요. ,몇 군데 있는데 말할 순 없어.,왜?
옆집 남자아이가 계속 굶고 다니는거 같아요. 집에서 방임을 하는거 같아요. ,아이가 얼마나 방치가 된 거죠? ,한 3일 된거 같아요. ,잘못은 니가 했잖아.,뭐 그게 큰 잘못이라고 그래? 살다보면 그럴 수도 있는 거고 힘들면 한 대 빨 수도 있는 거고... 남에게 피해를 줘? 그때 정거장에 당신과 나! 둘 만 있었잖아?
학교에서 돈을 뺏겼어요. ,누구한테요? ,3학년 일진들한테요. ,너 잘리면 내가 막내거든. 니 잔소리까지 내가 다 들어야 돼. 이 나이에…,헐!
제가 학교에서 폭력을 당했습니다. ,어떻게 폭력을 당했나요? ,주변 친구들한테 주먹으로 맞았어요. ,실은...실은 말야..,그래. 실은 뭐!...뭘 그렇게 꾸물대
"여기 부산 금정 사찰인데요, 사찰앞에 있는 금송분재가 사라졌어요. ",누가 가져갔는지 아시나요?,"아니요, 모르겠습니다. ",명예훼손... 뭐 그런거...,명예는 뭔소리야! 내 명예 생각하면 넌 총살형이야!
집에 불이 났어요. 빨리좀 와주세요. ,집 주소가 어떻게 되나요?,부산광역시 부산진구 초읍동 초읍천로43번길 77 삼광사 입니다. ,아직은.. 잠복하며 좀 더 봐야죠..,딸에게 연락온건?
편의점에서 강도가 돈을 가지고 달아났어요,위치가 어떻게 되세요?,부산광역시 수영구 민락동 327-2 CU 매장이요. 빨리좀 와주세요,볼 줄 아는 정도가 아니라 봐도 너무 많이 봐서 문제야.,딸도 많이 컸지?
"여기 단원고등학교인데요, 학생들이 한명을 집단으로 구타하고 있어요. ",위치만 다시한번 알려주시겠어요?,안산에 있는 단원고등학교요. ,누굴 닮아?,나! 나야 집 회사 집 회사... 셔틀버스처럼 살고 있잖아.
"여기 강원도 어디 별장인거 같은데요, 지금 납치를 당했거든요?",납치요? 네. 위치가 어떻게 되세요?,잘 모르겠어요. 스마트폰으로 위치 찍어서 보내드릴게요. ,당분간 교복 입지 말래. 학교에서.. 연쇄살인마가 교복 입은 여학생을 노린다는 이야기가 있어서…,아... 그래서 교복이 집에 있었구...
"제가 성추행을 당했는데요, 여기에 신고하면 되나요?",네 말씀하세요. ,저를 헬쓰트레이너가 마사지를 해준다고 하고 몸을 더듬었어요. ,그거야 범인검거에 결정적인 제보라고 판단되면 나오는 거지.,1억 원 확실하죠?
제 친구가 납치됐어요. ,친구 이름이 어떻게 되시나요?,강소라 입니다. ,내가 일부러 잘 보이는 곳에다 놔뒀어.,"당신, 생각보다 잔인한데?"
제가 사람을 죽였어요. 빨리좀 와주세요. ,지금 위치가 어디신가요?,강원도 춘천시 옥천동 39-6 그랜드 모텔 3층 입니다. ,나 뒤 끝 있어.,알지... 그니까 그 성질 받아줄 여자 만나. 난 아냐. 안녕.
인천공항에서 이상한 사람이 저에게 물건을 주고 갔어요. ,모르는 사람에게 받은 물건인가요?,"네, 네모난 박스 같은데 반입금지 물품인거 같아요.",단속 나왔어요... 그게 원래 불법인데 구독하시는 분들이 원하시니까 드리는 거거든요.,그래요? 그럼 아무것도?
헬기가 한강으로 떨어졌습니다. ,정확히 위치가 어디쯤으로 떨어진건가요?,한강대교 우측으로 추락했어요. ,어짜피 우리 딸 위해 들어 논거잖아...,제수씨가 역시 통이 크구나.
포항제철소 인데요 지진이 나서 건물이 무너져 내렸어요. ,무너진 건물 주소좀 어디시죠?,"경상북도 포항시 남구 동해안로 6262 포항제철소 이고요, 오시면 안내해드릴게요. ",왜 또 유학 타령이야. 집 안 형편 뻔히 알면서!,"나 이제 아무 꿈도 없어. 그냥 죽지 못해 사는 거야, 알어! 끝까지 시킬 능력도 없으면서 왜 피아노는 시켰어? 왜!!"
어떤 남자가 여자를 돌로 찍고 도망쳤어요. 지금 여자가 길거리에 쓰러져 있어요.,위치가 어디신가요?,신논현역 1번 출구 골목길이요. ,언제 들어오냐? 갈비 해놨다.,아니 공사다망하신데 언제 시간을 내서 갈비를?
여기 도시에 곰이 나타났어요. ,곰이요? 나타난 위치가 어디인가요?,철원 지경리 마을이요. 성인 곰인거 같아요 크기가 2m가 넘어요. ,해지?,2년 간 납입을 못했으니까 자동해지 됐을 거 아냐. 그럼 뭐 환불금 같은 거 없어?
할아버지께서 계단에서 굴러서 떨어지셨어요. ,지금 위치가 어떻게 되시나요?,전라북도 군산시 나운3동 미룡로 42 3단지 아파트에요. 빨리좀 와주세요. ,아.. 난 또… 바빠요.,3개월!! 3개월 무료구요. 진공청소기 드려요.
"여기 수송동 현대아파트 공사현장인데요, 여기에서 시신이 발견됐어요. ",시신이요? 위치가 어떻게 되나요?,전라북도 군산시 수송동 69-2 현대아파트 공사장이요.,부녀회 총무가 빠지면 남들이 욕해. 딴 동네 다 오르는 아파트 값이 우리만 삼천이 내렸잖니… 그런데도 집이 안 나가 전세금 못 빼는 데가 한둘이 아니야.,아.. 몰라... 대충하고 가. 구호 크게 외치지 말고... 엄마는 입만 뻥끗거려…
"여기 안산 반월공단인데요, 옥상에서 떨어진 사람이 있어요. ",공단 주소가 정확히 어떻게 되나요?,"경기도 안산시 단원구 원시동 773-7 이구요, 현장 실습중이던 학생이 떨어졌어요. ",더워!,응?
어린아이가 죽어있어요. ,어린아이가 죽어있다고요? 어디에 죽어있었나요?,"인천 송도초등학교 뒷 산인데, 여기에 묻혀있었어요. ",저기... 라이터 좀... 경찰이시죠? ,눈썰미 있으시네.... 어떻게...
여기 양귀비 같은게 있어서 연락드렸거든요?,양귀비요? 주소가 어떻게 되세요?,경기도 의정부 23번길 옆 밭이에요.,"내가 언제! 서로 하고 싶은 일하자고 그랬지, 내가 언제 포기하라고 그랬어! 당신 날 포기할 거야?",니를 포기 안할라고 이 난리하는 거 아냐!
제가 폭행을 당하고 돈도 뺏겼어요. ,지금 위치가 어떻게 되시나요?,"부산 연제구 연산동 부산포차인데요, 남성이 저를 때리고 지갑을 가져갔어요. ",온 세상이 이 스캔들에 빠질 거야! 서울시장 후보 마누라가 속해있는 그룹! 이거 궁금하지 않아? ,그럼..
제가 성추행을 당했어요.,어떻게 당하셨나요?,차에서 남자가 제 허벅지를 만졌어요. ,아니 아빠가 시장되면 엄마는 시장 부인 되는 게 문제지..,왜 그게 문제야!
